39,74,78,79
23,29,36,54
18,40,44,68
20,29,43,79
15,20,43,64
40,57,79,80
26,41,43,44
40,44,62,68
18,23,29,58
40,41,44,57
8,18,32,69
40,44,62,68
6,18,23,26
18,66,76,79
39,41,50,69
40,44,62,68
40,44,62,68
18,40,41,62
40,44,52,73
39,46,62,76
8,41,44,46
18,40
46,47,50,79
40,44,62,68
13,40,44,68
28,44,62,68
6,39,58,66
18,40,41,44
18,20,39,45
6,18,46,50
18,41,69,76
40,41,44,82
18,39,74,79
41,42,46,50
15,18,44,75
39,41,46,50
18,20,23,79
18,40,44,74
40,41,44,62
46,52,57,74
8,73,75,79
18,40,44,68
40,41,44,62
40,48,79,80
18,40,44,62
18,40,50,79
8,40,44,49
40,44,62,68
13,18,40,44
15,44,50,52
18,35,40,41
18,40,52,62
40,52,57,80
24,40,62,79
14,40,44,62
18,40,44,80
40,44,62,68
28,40,44,62
20,65,66,79
23,29,58,79
40,48,74,80
18,41,42,69
18,23,40,68
15,18,39,75
18,39,62,76
40,41,44,73
40,41,44,62
18,40,44,68
14,44,62,73
46,47,50,79
15,39,40,78
18,26,40,68
40,44,61,68
18,20,41,69
18,41,59,62
28,40,44,68
14,40,44,68
18,40,44,68
8,18,23,79
15,41,43,44
46,52,57,79
18,23,39,50
39,69,75,76
39,74,78,79
41,46,50,65
41,46,50,64
22,39,41,65
41,43,58,68
8,49,52,79
40,46,74,79
44,52,62,73
40,44,68,73
40,44,62,63
8,46,50,56
6,7,18,20
46,50,76,79
40,44,62,68
39,47,58,79
40,41,44,68
40,44,46,52
39,41,68,69
8,21,49,75
18,40,68,79
18,40,44,68
18,41,42,69
40,41,44,68
15,43,61,62
40,41,43,44
23,66,71,79
6,23,75,79
40,41,44,73
8,21,49,79
18,40,43,57
13,40,44,68
40,43,44,62
18,40,44,68
18,39,62,79
43,44,50,62
4,40,44,62
6,23,39,58
18,40,68,80
41,42,46,69
18,39,44,62
15,39,47,65
41,65,69,75
18,41,65,79
8,18,29,46
18,39,40,44
40,52,57,73
6,20,23,36
39,47,65,79
20,23,54,66
18,26,40,68
40,48,74,79
18,21,68,74
6,23,50,79
39,40,65,76
13,40,44,68
40,44,62,76
8,18,75,76
52,62,64,76
18,44,47,79
41,42,44,46
18,20,23,79
39,40,44,68
18,40,44,68
40,44,62,68
18,40,44,68
39,62,65,76
18,40,44,68
18,40,44,68
18,40,44,68
21,40,44,68
18,22,41,70
40,44,48,68
6,18,20,68
18,40,44,62
18,26,40,44
40,43,48,79
9,32,39,41
39,41,46,65
18,21,40,68
18,65,69,75
6,18,58,66
18,41,59,62
18,23,40,68
18,62,71,79
40,41,44,62
39,46,75,79
18,40,62,68
39,41,44,62
18,23,39,79
8,18,43,75
18,40,79,80
57,62,71,79
18,40,44,63
18,21,40,68
8,47,58,79
39,41,65,69
40,44,62,75
40,44,68,73
17,18,41,69
18,39,41,58
18,40,44,62
2,18,20,69
15,23,46,79
40,44,62,65
6,18,46,50
8,21,49,79
14,40,43,44
18,26,40,44
18,40,44,62
18,44,62,68
40,44,62,68
8,38,75,79
41,65,69,75
20,46,50,79
40,44,65,79
18,26,40,44
40,41,43,44
18,32,65,69
39,41,65,75
20,23,36,66
18,62,70,76
41,43,74,78
20,43,64,79
15,44,65,79
44,52,62,73
18,62,69,75
40,44,52,62
14,40,44,62
15,43,78,79
18,39,41,69
40,41,44,73
43,46,50,64
23,39,66,79
20,58,76,79
40,44,68,80
40,44,62,68
14,44,62,76
14,18,39,41
18,20,62,79
20,43,64,79
44,46,50,52
44,46,52,73
18,46,50,73
18,39,66,79
18,40,44,68
32,39,41,69
8,18,69,75
40,44,62,68
40,44,52,62
18,41,42,50
40,43,48,79
17,65,75,76
40,41,44,76
18,39,50,58
40,50,59,62
18,40,68,80
40,44,62,68
40,44,62,68
18,39,76,79
18,20,26,29
40,41,44,61
40,41,44,62
18,62,76,82
18,40,74,80
40,41,44,62
18,21,40,68
58,65,75,76
18,40,44,52
18,40,44,68
18,40,43,79
40,44,62,68
14,40,44,62
18,23,41,76
18,40,62,63
18,40,57,62
18,21,44,68
15,43,48,80
8,46,50,64
44,52,56,62
40,57,74,79
41,46,50,64
29,58,65,79
34,40,44,62
18,40,44,62
23,29,39,54
41,65,69,75
18,40,44,80
15,18,39,41
18,41,69,76
18,52,64,68
8,18,44,50
18,26,40,68
18,23,39,79
40,62,71,78
18,32,41,69
18,26,44,68
41,62,65,76
8,18,23,79
18,62,65,76
8,20,33,40
39,41,65,79
46,47,50,79
18,21,40,79
18,20,23,45
6,23,47,79
18,20,39,58
40,44,68,80
18,26,40,45
8,20,23,79
18,33,40,66
12,41,62,76
18,21,68,74
18,40,44,68
18,40,44,68
40,44,52,62
18,20,40,79
13,40,44,68
6,18,45,46
23,39,48,79
18,21,44,68
8,18,32,69
18,20,23,54
18,40,44,68
8,15,41,52
15,18,40,44
18,40,44,62
40,44,62,68
18,39,66,75
32,40,41,44
46,57,74,79
6,18,21,40
40,59,62,80
18,40,62,68
41,44,46,50
46,50,52,64
40,44,62,68
8,23,47,79
18,39,62,76
8,15,44,75
40,44,62,68
8,18,46,50
18,21,34,41
39,44,62,76
46,50,58,65
20,44,65,76
23,39,66,79
40,41,44,61
44,52,62,73
65,75,76,79
2,18,62,70
18,39,62,76
40,59,62,68
14,44,58,62
41,62,66,76
8,18,23,79
40,43,48,79
40,52,57,74
46,50,78,79
18,40,44,68
13,18,40,44
39,46,50,79
44,49,50,52
18,40,44,79
18,41,62,76
18,40,44,68
40,57,74,80
18,39,41,47
8,18,41,69
41,43,44,61
23,39,66,79
18,50,64,79
14,40,44,62
8,18,32,69
18,23,69,79
18,21,23,79
18,26,40,68
18,23,40,79
48,74,79,80
18,40,68,80
44,46,65,76
8,39,47,79
40,41,44,68
41,57,65,75
40,43,44,62
23,39,66,75
8,20,46,50
40,44,62,68
40,44,48,62
40,41,44,62
18,40,43,57
18,40,62,71
14,40,43,44
46,50,64,65
18,44,46,73
40,44,68,73
7,62,66,79
18,40,44,62
46,50,52,64
18,62,66,76
63,71,75,79
41,44,65,79
18,26,68,80
15,50,65,79
8,46,62,65
40,57,74,80
21,39,41,69
40,65,76,79
40,41,44,76
40,44,62,68
18,44,62,76
40,41,43,44
18,20,52,79
18,40,44,68
46,52,57,73
18,20,62,76
18,62,63,79
21,39,40,41
40,48,71,74
13,40,44,68
18,62,75,76
8,18,47,79
8,18,32,69
39,41,46,65
18,40,57,68
40,41,44,62
44,65,76,79
50,65,75,76
14,18,44,62
23,32,41,79
15,44,46,50
40,44,51,62
18,40,44,73
18,21,40,68
41,44,65,76
18,39,41,65
18,40,44,68
18,40,44,62
40,43,44,68
40,41,44,52
21,49,75,79
6,18,46,50
15,39,43,44
8,46,50,75
17,65,75,76
41,44,62,82
18,40,44,62
18,40,41,69
18,21,44,68
18,71,78,79
18,41,69,75
39,46,64,65
44,46,50,52
13,40,44,68
44,62,64,75
18,23,40,79
8,18,32,69
18,62,75,76
18,22,39,76
18,44,62,68
40,44,56,62
39,40,41,44
18,46,50,64
46,50,52,79
18,21,26,68
46,50,52,73
18,39,41,69
20,44,65,79
18,40,41,44
13,40,44,62
15,44,62,76
46,52,73,79
18,40,68,80
44,52,62,73
46,50,65,75
62,68,73,74
39,41,65,69
8,18,23,79
18,23,40,79
8,18,39,69
18,41,62,76
44,46,50,52
18,23,39,79
20,46,50,52
6,18,23,26
8,47,75,79
41,44,52,82
40,44,57,68
39,41,65,69
9,41,47,69
18,40,68,80
18,41,66,79
14,40,41,44
18,44,52,73
39,41,65,69
6,18,20,45
14,40,44,62
18,23,39,58
8,15,18,75
58,62,75,76
18,40,62,68
39,66,76,79
46,50,78,79
41,46,50,64
40,41,44,73
18,41,62,76
41,44,62,79
21,40,44,68
40,44,48,68
39,62,65,76
40,43,61,68
8,18,62,79
40,44,62,68
18,50,64,69
18,20,41,69
18,39,40,79
18,20,66,76
18,40,41,44
18,32,39,76
40,44,62,68
14,18,44,68
18,50,75,79
41,43,44,73
48,60,74,79
23,47,58,79
18,40,44,68
15,46,50,64
18,40,44,48
15,40,43,44
18,40,62,66
18,40,44,68
40,44,52,62
39,41,50,65
43,65,75,79
52,57,73,74
18,41,42,69
18,40,68,79
18,40,44,63
15,18,39,62
18,40,57,80
14,40,43,44
40,44,57,62
18,40,44,62
8,23,66,79
44,62,68,73
18,47,75,79
32,65,69,75
15,40,62,78
23,26,47,79
46,47,50,64
18,62,66,76
18,40,44,68
15,40,43,62
43,74,78,79
40,41,43,44
41,43,44,68
18,23,39,58
46,50,58,64
40,48,74,79
8,23,75,79
14,40,44,62
39,41,50,75
18,21,44,68
47,65,75,79
18,41,44,47
62,74,78,79
8,49,52,79
6,18,40,62
6,18,45,50
14,40,44,62
18,26,40,68
18,40,68,74
40,41,44,62
14,40,44,62
18,23,45,66
46,50,64,65
23,47,75,79
14,40,43,44
41,43,44,50
18,20,23,79
18,40,44,68
23,62,68,74
18,62,76,79
14,43,44,48
18,41,62,76
18,39,65,69
39,41,46,65
14,40,44,52
39,41,46,50
26,47,50,79
6,18,20,45
23,39,65,79
18,40,44,63
40,57,74,80
23,39,66,79
18,20,58,62
39,74,78,79
18,23,40,79
18,52,62,79
13,40,44,68
18,41,62,68
18,40,44,68
18,23,40,79
29,54,58,79
18,40,44,68
13,18,44,68
18,40,44,68
18,40,44,68
18,40,44,68
44,49,52,73
39,41,65,69
14,44,46,62
39,41,44,65
14,40,44,62
8,23,46,79
6,23,45,54
44,65,75,76
14,40,44,62
15,20,21,49
40,48,74,79
40,41,44,65
2,39,75,76
18,40,44,68
52,57,73,79
18,23,62,79
46,50,57,74
20,43,64,79
17,18,41,69
40,44,62,68
8,23,66,79
39,41,65,69
8,18,20,45
13,40,44,68
40,44,62,73
18,41,62,76
18,23,29,79
39,47,65,79
40,43,44,48
18,39,75,79
18,23,40,79
18,21,44,68
18,58,65,76
40,52,57,73
18,62,65,76
40,43,44,62
39,44,65,76
40,44,62,68
15,21,40,44
62,65,76,79
18,23,40,41
40,48,79,80
8,18,69,75
18,40,44,68
14,40,43,62
40,41,44,68
8,15,18,75
41,46,64,68
18,40,44,68
18,41,70,76
40,48,74,79
44,50,62,75
39,50,65,76
40,48,74,79
40,44,62,76
41,43,75,79
39,40,41,44
21,23,49,79
14,18,44,62
13,40,44,62
23,29,58,79
18,26,40,44
40,44,62,68
15,23,40,43
40,41,44,68
18,39,74,78
8,49,52,79
41,44,62,73
18,41,46,69
17,58,65,76
15,46,74,79
18,62,69,76
15,40,43,48
18,44,62,63
17,39,41,44
40,44,62,68
14,43,44,48
14,40,44,62
15,43,74,78
65,71,75,79
14,21,40,44
18,26,40,68
9,18,41,69
40,48,74,79
40,48,74,79
18,40,44,62
40,44,61,62
15,23,62,79
18,29,46,50
40,44,62,68
6,18,20,64
57,74,79,80
18,40,44,52
40,41,44,61
29,46,50,66
18,44,62,63
18,39,41,76
46,50,65,79
8,44,64,68
46,50,62,75
18,40,44,62
15,20,43,64
40,44,62,68
40,43,44,62
15,48,74,79
18,41,69,76
40,44,62,76
41,44,47,69
8,18,69,75
18,39,62,76
6,23,39,66
18,62,66,76
40,44,62,63
18,69,75,79
18,32,41,62
18,20,50,69
18,40,41,44
40,44,62,68
40,44,62,68
14,40,44,80
15,41,44,79
18,40,41,44
18,20,58,76
18,39,66,79
40,41,44,52
1,6,18,66
18,41,75,79
41,46,50,69
39,46,75,79
14,44,62,73
13,40,44,68
18,40,41,44
40,44,62,68
9,18,41,69
40,41,44,65
18,71,74,79
40,43,44,62
14,40,44,73
18,39,74,79
41,57,65,75
18,62,66,76
40,44,62,63
18,40,62,79
40,41,44,52
40,41,44,52
40,52,73,74
34,40,44,62
44,46,50,65
40,43,44,62
52,68,74,79
46,50,56,64
18,26,40,68
18,39,41,69
46,47,50,56
18,40,44,68
39,41,47,79
18,65,69,75
18,41,62,76
8,46,50,64
18,40,41,62
39,41,78,79
14,40,44,62
8,18,41,69
14,40,43,44
44,65,76,79
39,46,50,79
18,22,32,72
40,44,62,73
44,50,65,79
18,23,46,79
6,18,23,62
40,41,44,46
40,52,62,63
18,20,58,79
35,40,41,44
18,40,68,80
13,40,44,62
18,44,62,66
50,62,75,79
6,18,20,23
18,23,47,79
23,26,47,79
21,40,44,61
8,18,69,75
39,40,41,69
18,46,50,65
18,40,44,68
39,40,57,74
40,41,44,73
18,20,23,42
15,21,43,68
39,41,69,83
15,65,68,79
39,40,46,74
39,57,74,79
18,50,62,76
18,62,63,71
50,58,62,73
18,26,40,68
14,40,41,44
15,18,43,44
7,18,23,79
18,41,43,50
47,50,75,79
18,41,44,69
40,44,62,68
18,40,44,68
46,48,50,79
39,57,74,79
18,21,34,62
40,48,52,79
28,40,44,63
18,40,44,76
18,65,75,76
18,40,62,76
18,62,75,76
13,40,44,68
52,57,73,79
18,20,36,45
40,62,68,71
40,44,50,52
18,40,68,80
40,44,62,68
18,23,46,50
6,18,39,58
40,44,62,68
18,20,23,79
40,44,62,68
39,40,41,44
18,40,44,68
18,23,47,79
18,41,44,47
18,40,52,73
18,23,50,79
46,52,57,73
8,21,49,79
18,20,29,79
18,49,52,79
6,18,23,33
40,41,44,73
15,17,65,76
18,40,68,79
18,50,58,65
40,41,43,62
18,32,69,75
40,44,56,62
18,20,75,79
40,44,68,73
40,44,62,68
15,18,62,76
18,23,39,58
40,48,74,79
18,39,41,69
40,44,62,68
21,39,41,44
18,26,40,68
39,65,66,79
14,40,43,44
40,48,74,79
39,46,50,65
40,43,48,62
23,45,58,79
13,18,40,68
18,41,59,62
43,46,50,56
18,44,62,63
18,41,44,69
15,41,44,62
40,43,44,62
18,26,44,68
8,46,50,64
14,44,52,62
18,23,46,50
18,40,44,68
6,21,23,29
23,52,75,79
41,50,65,75
41,42,46,69
57,74,79,80
43,48,74,79
18,74,78,79
18,22,39,41
18,40,57,79
23,46,50,54
18,26,40,68
62,65,76,79
52,62,63,73
18,39,66,76
23,39,50,58
6,18,23,66
18,40,44,68
40,44,52,62
40,41,44,75
18,40,44,62
